customer_id,age,days_as_customer,loyalty_tier,total_purchases,total_spent,avg_order_value,days_since_last_purchase,has_loyalty_card,has_app,accepts_marketing,num_complaints,satisfaction_score,support_contacts,returns_rate,churned,gender_F,gender_M,region_Midwest,region_Northeast,region_Southeast,region_Southwest,region_West,acquisition_channel_Direct,acquisition_channel_Email,acquisition_channel_Organic Search,acquisition_channel_Paid Ads,acquisition_channel_Referral,acquisition_channel_Social Media,favorite_category_Beauty,favorite_category_Books,favorite_category_Electronics,favorite_category_Fashion,favorite_category_Food,favorite_category_Home & Garden,favorite_category_Sports,favorite_category_Toys,age_binned,customer_value_per_day
C046,0.7153720734071924,-1.261608610824696,2,-0.09477583659381818,0.6041024976771816,-0.22968422178995088,-1.2026379772738696,False,False,True,2,0.9083585855971869,-1.1761460159302575,1.5677495980752627,0,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,Senior,52.17708502024291
C047,-0.8769647758915867,1.2452249979136532,1,0.7037019076031857,1.3645823261919126,-0.24586356822571576,1.0235613282889486,False,True,False,0,0.9994677717152604,-1.1761460159302575,0.24661229632644574,0,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,Adult,13.059984790874525
C048,0.8333229511330279,0.9635583003026027,1,1.3633139571572324,-0.8579884331084093,-0.36970923106150516,-1.300708431263421,False,False,True,3,0.9994677717152604,0.6194967564823495,0.9071809472008538,1,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,Senior,3.8889121338912136
C049,0.9512738288588635,1.1865444359113508,2,-0.5113729205226898,0.287019736419509,-0.20524012958401786,-0.015985484000296844,False,False,False,2,0.3617034688887492,1.2180443472865519,1.0172757223465887,0,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,Senior,8.60513953488372
C050,-1.05389109248034,1.1865444359113508,0,0.5648362129602285,-1.2157358417871393,-0.37788809218338226,-0.9476547969010358,False,True,True,2,0.08837591053453038,0.32022296108024834,-0.08367202911075831,0,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,Adult,2.0394961240310074
C051,-1.4667191645207642,-1.42356696195105,0,0.391254094656532,0.7167176133655598,-0.2616465239770601,1.5825629160293921,True,False,True,3,0.45281265500682233,-1.1761460159302575,-0.19376680425649281,1,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,Young,75.96882022471911
C052,-0.05130863181073829,-1.5151086386746413,3,0.9467168732283607,0.13503342101590518,-0.317782051402415,-0.7122857073261123,False,True,True,4,1.090576957833333,0.020949165678147166,-1.5149041060053094,1,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,Senior,73.69798561151079
C053,1.3641019008992876,0.8368082863776299,3,-1.2751342410589543,0.1808026624694413,0.0590929983218165,-0.006178438601341697,False,False,False,4,0.3617034688887492,0.9187705518844507,1.0172757223465887,1,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,Senior,9.20418930762489
C054,1.4230773397622054,-0.49641408231467554,0,1.6410453464431467,1.8501716930987258,-0.27057852739933613,-1.1045675232843182,True,True,True,5,0.8172493994791142,-0.8768722205281563,-1.2947145557138398,1,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,Senior,34.748184991273995
C055,1.4820527786251232,-0.9799419132136454,1,0.9467168732283607,-0.6402119380995516,-0.35432266599458134,0.1605413331808958,False,True,True,4,1.4550137023056253,-0.5775984251260552,-0.8543354551309011,0,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,Senior,16.00724795640327
C056,-0.582087581576998,0.6138221507688817,2,-0.303074378558254,-1.4144832193130858,-0.3802400102442774,-0.6534434349323813,True,True,False,1,0.3617034688887492,0.6194967564823495,-1.1846197805681051,0,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,Middle-Aged,1.4443499043977055
C057,-1.289792847932011,0.8532388437382745,0,0.07880628170987831,-1.0862402576854822,-0.3623297578198762,-1.7812536558122232,True,False,False,1,-1.0960435090004188,0.32022296108024834,-1.5149041060053094,0,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,Adult,2.9275261324041812
C058,1.541028217488041,-0.9470807984923563,1,1.2244482625142752,1.03217868573005,-0.2872599687020337,-1.56549865703521,True,True,False,4,-1.3693710673546378,1.517318142688653,1.2374652726380582,1,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,Senior,40.158582677165356
C059,-1.5846700422465998,1.0386694196655495,1,-1.6222984776663474,1.221153347256381,1.7589285638109935,0.15073428778194065,True,False,True,5,0.08837591053453038,1.517318142688653,1.1273704974923235,1,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,Young,13.337815810920945
C060,0.06664224591509721,-0.7663446675252655,0,-1.6917313249878259,-1.6203135093790588,-0.3262185664691654,1.6119840522262574,True,False,False,4,-1.4604802534727108,-1.1761460159302575,0.9071809472008538,1,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,Senior,0.7657423580786026
C061,-0.9949156536174223,-1.2944697255459852,0,0.1829555526920962,-0.2704597733472201,-0.3112085725524411,-1.7420254742164027,False,False,False,3,0.8172493994791142,0.9187705518844507,-0.41395635454796237,0,True,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,Adult,34.15716738197425
C062,1.541028217488041,0.9377388530215897,3,0.4606869419780106,-0.40290952813503533,-0.3301428342449287,-0.89861956990626,False,False,False,1,-0.09384246170161578,-1.4754198113323587,0.7970861720551194,1,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,Senior,6.091317567567567
C063,-1.05389109248034,-0.49171963735449137,3,0.1829555526920962,1.103721070359042,-0.22143929555400374,-1.1045675232843182,False,False,True,0,-0.09384246170161578,-1.1761460159302575,-0.6341459048394317,0,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,Adult,27.310678260869565
C064,0.6563966345442747,1.3344194521571524,0,0.1829555526920962,0.8554802446106429,-0.23765167454680364,0.36648928655895385,True,True,True,3,0.9083585855971869,-1.1761460159302575,1.5677495980752627,1,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,Senior,10.572453806356245
C065,1.3051264620363698,-0.5856085365581748,0,-0.7891043098086041,-1.444065734538501,-0.37282750444561336,0.09189201538820976,True,True,True,0,-1.7338078118269298,0.6194967564823495,0.46680184661791535,1,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,Senior,2.5122616822429906
C066,-0.6410630204399158,0.33215545315783124,2,1.1202989915320574,0.36809353541849676,-0.3125496943680639,-1.2418661588696902,True,True,False,0,0.45281265500682233,0.32022296108024834,0.7970861720551194,0,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,Middle-Aged,12.481177105831533
C067,1.3641019008992876,1.5245444730446114,2,0.5648362129602285,1.6969416097365653,-0.21840030030677962,1.6610192792210332,True,False,True,2,-0.18495164781968887,-1.1761460159302575,-1.4048093308595746,1,True,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,Senior,13.282489539748955
C068,0.36151944022968596,-0.4119140730313604,0,-0.2683579548975147,-1.5489680694624768,-0.3921449437997075,0.3468751957610436,True,True,False,5,-0.27606083393776193,-0.8768722205281563,-1.4048093308595746,1,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,Senior,1.2361576354679804
C069,1.4820527786251232,0.56687770116704,1,0.2523884000135748,-0.9720495842978198,-0.35861029189773014,-1.771446610413268,True,True,True,3,1.6372320745417717,-1.1761460159302575,1.2374652726380582,0,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,Senior,3.9029142300194932
C070,-0.9949156536174223,-0.7170529954433317,1,-0.650238615165647,1.3211888412241215,-0.06452804312613462,1.3079656448586479,False,False,True,0,-0.3671700200558346,1.517318142688653,-0.6341459048394317,1,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,Adult,35.34302713987474
C071,-1.7026209199724351,0.6349471530897105,3,0.9467168732283607,-0.25571908262013143,-0.33620100520515583,-0.2415475281762652,False,True,True,2,-0.7316067645281269,1.2180443472865519,1.4576548229295272,0,True,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,Young,7.622464454976303
C072,1.4230773397622054,0.4166554624411464,3,-1.0321192754337793,0.3521906934605172,-0.05907106470394525,0.7391570117192494,False,False,False,2,0.9083585855971869,0.32022296108024834,1.347560047783793,1,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,Senior,11.920935550935551
C073,0.36151944022968596,1.4517805761617568,0,0.5995526366209678,0.4894238982002137,-0.28624256594535435,-0.10424889259089316,True,True,True,0,-0.27606083393776193,0.9187705518844507,0.026422746034976474,1,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,Senior,8.725160370634354
C074,-0.4051612649882448,-0.36496962342951866,0,-1.6917313249878259,1.403045096242686,3.4262733062005006,-0.22193343737835491,True,True,False,1,-0.8227159506461996,1.517318142688653,-0.8543354551309011,1,False,True,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,Middle-Aged,27.648108108108108
C075,0.5384457568184392,-1.3742752898691162,3,1.6410453464431467,1.3888047515417217,-0.28793383286554863,1.2589304178638723,True,False,True,1,1.4550137023056253,0.6194967564823495,0.7970861720551194,0,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,Senior,86.98693467336685
C076,0.4204948790926037,1.4259611288807439,2,-1.4834327830233902,1.0823552304775301,0.7404489457722755,1.4648783712419302,False,True,False,3,-1.0960435090004188,0.6194967564823495,-0.524051129693697,0,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,Senior,11.194841954022989
C077,-0.9359402147545045,0.5973915934082371,2,-1.0668356990945185,-1.3518175409560753,-0.3448092895684885,-0.04540662019716228,False,False,True,4,-0.8227159506461996,1.517318142688653,0.5768966217636499,1,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,Adult,1.7940134744947065
C078,0.24356856250385045,-1.7169697719625607,2,1.2938811098357539,0.3138982539718283,-0.3199225610982859,1.6610192792210332,True,True,False,0,0.45281265500682233,-0.5775984251260552,0.026422746034976474,0,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,Senior,212.30415094339625
C079,-1.4667191645207642,1.6677250443302287,3,-1.240417817398215,1.4953500666791404,0.33610402161770103,-0.8201632067146188,True,True,True,1,0.9083585855971869,-0.5775984251260552,1.347560047783793,0,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,Young,11.980535117056856
C080,1.1282001454476167,-1.695844769641732,0,-0.33779080221899327,0.3910402558293583,-0.21961589840566928,-0.427881390756413,True,False,True,0,-1.1871526951184916,-0.8768722205281563,-1.5149041060053094,0,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,Senior,188.4983870967742
C081,-1.525694603383682,0.015280418345399466,2,-0.09477583659381818,-1.0534498502074698,-0.35564396827598316,-0.05521366559611743,False,False,False,2,-1.2782618812365647,-1.4754198113323587,1.5677495980752627,1,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,Young,4.4824399494311
C082,-0.4641367038511625,-0.5527474218368856,3,0.5648362129602285,-1.0869002886135608,-0.3708323380006967,-0.9574618422999909,False,True,False,0,1.6372320745417717,0.020949165678147166,0.5768966217636499,1,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,Middle-Aged,6.114899817850637
C083,-0.8769647758915867,0.4424749097221593,1,1.1897318388535358,1.2218737035918645,-0.2777003466960918,-0.5749870717407402,True,False,True,5,-0.3671700200558346,-0.5775984251260552,1.4576548229295272,1,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,Adult,16.823802672147995
C084,-0.05130863181073829,1.3884055691992705,2,0.11352270537061762,-1.4872782432840768,-0.3902290554916749,1.1412458730764106,True,True,False,4,0.3617034688887492,-1.4754198113323587,-0.9644302302766358,0,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,Senior,0.7997892441860465
C085,-0.9359402147545045,0.32511378571755495,0,-1.2751342410589543,1.09110241455126,0.28506211448715,-0.29058275517104093,False,False,False,0,1.3639045161875518,1.2180443472865519,0.35670707147218056,1,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,Adult,16.93664138678223
C086,1.0102492677217811,-0.024622363816166015,2,-0.2683579548975147,-0.7431359545159799,-0.3239525330565613,-1.56549865703521,False,True,False,0,0.9994677717152604,-1.1761460159302575,0.13651752118071125,1,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,Senior,6.8405297157622735
