date,day_of_week,day_name,month,is_weekend,is_holiday,temperature_celsius,weather,has_promotion,store_location,peak_hour,ice_creams_sold,revenue_usd,predicted_value,prediction_error,model_name,model_type,model_algorithm,model_train_mse,model_train_mae,model_train_r2,model_test_mse,model_test_mae,model_test_r2,model_mse,model_rmse,model_mae,model_r2_score,model_has_feature_importance
2025-01-11,5,Saturday,1,True,False,20.9,Sunny,False,Downtown,13,70,350,61.880333333333326,8.119666666666674,Habla_Simple,regression,random_forest,79.1055580056449,6.295484375,0.9643903419634627,187.86459614068704,9.372316220238096,0.889725628825994,187.86459614068704,13.706370640716202,9.372316220238096,0.889725628825994,True
2025-01-12,6,Sunday,1,True,False,14.7,Sunny,False,Beach,17,10,50,10.0,0.0,Habla_Simple,regression,random_forest,79.1055580056449,6.295484375,0.9643903419634627,187.86459614068704,9.372316220238096,0.889725628825994,187.86459614068704,13.706370640716202,9.372316220238096,0.889725628825994,True
2025-01-13,0,Monday,1,False,False,19.1,Sunny,False,Beach,15,37,185,32.79900000000001,4.200999999999993,Habla_Simple,regression,random_forest,79.1055580056449,6.295484375,0.9643903419634627,187.86459614068704,9.372316220238096,0.889725628825994,187.86459614068704,13.706370640716202,9.372316220238096,0.889725628825994,True
2025-01-14,1,Tuesday,1,False,False,15.5,Cloudy,False,Beach,14,10,50,10.0,0.0,Habla_Simple,regression,random_forest,79.1055580056449,6.295484375,0.9643903419634627,187.86459614068704,9.372316220238096,0.889725628825994,187.86459614068704,13.706370640716202,9.372316220238096,0.889725628825994,True
2025-01-15,2,Wednesday,1,False,False,17.0,Sunny,False,Downtown,14,16,80,17.823,-1.8230000000000004,Habla_Simple,regression,random_forest,79.1055580056449,6.295484375,0.9643903419634627,187.86459614068704,9.372316220238096,0.889725628825994,187.86459614068704,13.706370640716202,9.372316220238096,0.889725628825994,True
2025-01-16,3,Thursday,1,False,False,19.9,Sunny,True,Downtown,15,50,250,40.645880952380956,9.354119047619044,Habla_Simple,regression,random_forest,79.1055580056449,6.295484375,0.9643903419634627,187.86459614068704,9.372316220238096,0.889725628825994,187.86459614068704,13.706370640716202,9.372316220238096,0.889725628825994,True
2025-01-17,4,Friday,1,False,False,22.5,Cloudy,True,Downtown,16,62,310,78.4845,-16.484499999999997,Habla_Simple,regression,random_forest,79.1055580056449,6.295484375,0.9643903419634627,187.86459614068704,9.372316220238096,0.889725628825994,187.86459614068704,13.706370640716202,9.372316220238096,0.889725628825994,True
2025-01-18,5,Saturday,1,True,False,22.6,Cloudy,True,Downtown,17,81,405,78.957,2.0430000000000064,Habla_Simple,regression,random_forest,79.1055580056449,6.295484375,0.9643903419634627,187.86459614068704,9.372316220238096,0.889725628825994,187.86459614068704,13.706370640716202,9.372316220238096,0.889725628825994,True
2025-01-19,6,Sunday,1,True,False,16.8,Sunny,False,Beach,15,17,85,19.82,-2.8200000000000003,Habla_Simple,regression,random_forest,79.1055580056449,6.295484375,0.9643903419634627,187.86459614068704,9.372316220238096,0.889725628825994,187.86459614068704,13.706370640716202,9.372316220238096,0.889725628825994,True
2025-01-20,0,Monday,1,False,False,18.1,Sunny,False,Downtown,13,29,145,30.006095238095245,-1.006095238095245,Habla_Simple,regression,random_forest,79.1055580056449,6.295484375,0.9643903419634627,187.86459614068704,9.372316220238096,0.889725628825994,187.86459614068704,13.706370640716202,9.372316220238096,0.889725628825994,True
2025-01-21,1,Tuesday,1,False,False,16.0,Cloudy,False,Downtown,15,10,50,11.44,-1.4399999999999995,Habla_Simple,regression,random_forest,79.1055580056449,6.295484375,0.9643903419634627,187.86459614068704,9.372316220238096,0.889725628825994,187.86459614068704,13.706370640716202,9.372316220238096,0.889725628825994,True
2025-01-22,2,Wednesday,1,False,False,18.5,Sunny,False,Beach,16,27,135,31.676571428571428,-4.676571428571428,Habla_Simple,regression,random_forest,79.1055580056449,6.295484375,0.9643903419634627,187.86459614068704,9.372316220238096,0.889725628825994,187.86459614068704,13.706370640716202,9.372316220238096,0.889725628825994,True
2025-01-23,3,Thursday,1,False,True,19.4,Sunny,False,Beach,13,53,265,46.89333333333333,6.106666666666669,Habla_Simple,regression,random_forest,79.1055580056449,6.295484375,0.9643903419634627,187.86459614068704,9.372316220238096,0.889725628825994,187.86459614068704,13.706370640716202,9.372316220238096,0.889725628825994,True
2025-01-24,4,Friday,1,False,True,21.7,Sunny,False,Downtown,14,74,370,59.4632142857143,14.536785714285699,Habla_Simple,regression,random_forest,79.1055580056449,6.295484375,0.9643903419634627,187.86459614068704,9.372316220238096,0.889725628825994,187.86459614068704,13.706370640716202,9.372316220238096,0.889725628825994,True
2025-01-25,5,Saturday,1,True,False,17.3,Cloudy,False,Downtown,17,21,105,19.016,1.9840000000000018,Habla_Simple,regression,random_forest,79.1055580056449,6.295484375,0.9643903419634627,187.86459614068704,9.372316220238096,0.889725628825994,187.86459614068704,13.706370640716202,9.372316220238096,0.889725628825994,True
2025-01-26,6,Sunday,1,True,False,16.3,Sunny,True,Downtown,16,16,80,14.8,1.1999999999999993,Habla_Simple,regression,random_forest,79.1055580056449,6.295484375,0.9643903419634627,187.86459614068704,9.372316220238096,0.889725628825994,187.86459614068704,13.706370640716202,9.372316220238096,0.889725628825994,True
2025-01-27,0,Monday,1,False,False,19.8,Sunny,False,Beach,16,37,185,40.55921428571429,-3.5592142857142903,Habla_Simple,regression,random_forest,79.1055580056449,6.295484375,0.9643903419634627,187.86459614068704,9.372316220238096,0.889725628825994,187.86459614068704,13.706370640716202,9.372316220238096,0.889725628825994,True
2025-01-28,1,Tuesday,1,False,False,17.8,Cloudy,False,Beach,15,17,85,25.01630952380952,-8.016309523809522,Habla_Simple,regression,random_forest,79.1055580056449,6.295484375,0.9643903419634627,187.86459614068704,9.372316220238096,0.889725628825994,187.86459614068704,13.706370640716202,9.372316220238096,0.889725628825994,True
2025-01-29,2,Wednesday,1,False,False,14.8,Sunny,True,Downtown,17,10,50,10.0,0.0,Habla_Simple,regression,random_forest,79.1055580056449,6.295484375,0.9643903419634627,187.86459614068704,9.372316220238096,0.889725628825994,187.86459614068704,13.706370640716202,9.372316220238096,0.889725628825994,True
2025-01-30,3,Thursday,1,False,True,21.6,Cloudy,False,Downtown,14,67,335,60.18083333333335,6.8191666666666535,Habla_Simple,regression,random_forest,79.1055580056449,6.295484375,0.9643903419634627,187.86459614068704,9.372316220238096,0.889725628825994,187.86459614068704,13.706370640716202,9.372316220238096,0.889725628825994,True
2025-01-31,4,Friday,1,False,False,19.6,Sunny,False,Downtown,17,41,205,31.300357142857138,9.699642857142862,Habla_Simple,regression,random_forest,79.1055580056449,6.295484375,0.9643903419634627,187.86459614068704,9.372316220238096,0.889725628825994,187.86459614068704,13.706370640716202,9.372316220238096,0.889725628825994,True
2025-02-01,5,Saturday,2,True,False,18.2,Sunny,False,Beach,15,31,155,26.558666666666667,4.441333333333333,Habla_Simple,regression,random_forest,79.1055580056449,6.295484375,0.9643903419634627,187.86459614068704,9.372316220238096,0.889725628825994,187.86459614068704,13.706370640716202,9.372316220238096,0.889725628825994,True
2025-02-02,6,Sunday,2,True,False,19.9,Cloudy,True,Downtown,14,49,245,40.645880952380956,8.354119047619044,Habla_Simple,regression,random_forest,79.1055580056449,6.295484375,0.9643903419634627,187.86459614068704,9.372316220238096,0.889725628825994,187.86459614068704,13.706370640716202,9.372316220238096,0.889725628825994,True
2025-02-03,0,Monday,2,False,False,17.1,Sunny,True,Beach,17,20,100,18.930999999999997,1.0690000000000026,Habla_Simple,regression,random_forest,79.1055580056449,6.295484375,0.9643903419634627,187.86459614068704,9.372316220238096,0.889725628825994,187.86459614068704,13.706370640716202,9.372316220238096,0.889725628825994,True
2025-02-04,1,Tuesday,2,False,False,20.4,Sunny,False,Beach,13,51,255,48.63600000000001,2.36399999999999,Habla_Simple,regression,random_forest,79.1055580056449,6.295484375,0.9643903419634627,187.86459614068704,9.372316220238096,0.889725628825994,187.86459614068704,13.706370640716202,9.372316220238096,0.889725628825994,True
2025-02-05,2,Wednesday,2,False,False,20.1,Sunny,True,Beach,14,49,245,39.583642857142856,9.416357142857144,Habla_Simple,regression,random_forest,79.1055580056449,6.295484375,0.9643903419634627,187.86459614068704,9.372316220238096,0.889725628825994,187.86459614068704,13.706370640716202,9.372316220238096,0.889725628825994,True
2025-02-06,3,Thursday,2,False,False,18.8,Sunny,False,Downtown,16,31,155,34.626666666666665,-3.626666666666665,Habla_Simple,regression,random_forest,79.1055580056449,6.295484375,0.9643903419634627,187.86459614068704,9.372316220238096,0.889725628825994,187.86459614068704,13.706370640716202,9.372316220238096,0.889725628825994,True
2025-02-07,4,Friday,2,False,False,19.0,Rainy,True,Downtown,17,26,130,35.799,-9.799,Habla_Simple,regression,random_forest,79.1055580056449,6.295484375,0.9643903419634627,187.86459614068704,9.372316220238096,0.889725628825994,187.86459614068704,13.706370640716202,9.372316220238096,0.889725628825994,True
2025-02-08,5,Saturday,2,True,False,20.2,Cloudy,False,Downtown,15,48,240,47.63433333333333,0.36566666666666947,Habla_Simple,regression,random_forest,79.1055580056449,6.295484375,0.9643903419634627,187.86459614068704,9.372316220238096,0.889725628825994,187.86459614068704,13.706370640716202,9.372316220238096,0.889725628825994,True
2025-02-09,6,Sunday,2,True,False,17.7,Cloudy,False,Downtown,14,28,140,21.60747619047619,6.392523809523809,Habla_Simple,regression,random_forest,79.1055580056449,6.295484375,0.9643903419634627,187.86459614068704,9.372316220238096,0.889725628825994,187.86459614068704,13.706370640716202,9.372316220238096,0.889725628825994,True
2025-02-10,0,Monday,2,False,False,20.4,Cloudy,False,Downtown,14,46,230,48.63600000000001,-2.63600000000001,Habla_Simple,regression,random_forest,79.1055580056449,6.295484375,0.9643903419634627,187.86459614068704,9.372316220238096,0.889725628825994,187.86459614068704,13.706370640716202,9.372316220238096,0.889725628825994,True
2025-02-11,1,Tuesday,2,False,False,23.0,Sunny,False,Beach,16,72,360,67.90166666666666,4.098333333333343,Habla_Simple,regression,random_forest,79.1055580056449,6.295484375,0.9643903419634627,187.86459614068704,9.372316220238096,0.889725628825994,187.86459614068704,13.706370640716202,9.372316220238096,0.889725628825994,True
2025-02-12,2,Wednesday,2,False,False,22.1,Cloudy,False,Downtown,13,52,260,55.03178571428572,-3.031785714285718,Habla_Simple,regression,random_forest,79.1055580056449,6.295484375,0.9643903419634627,187.86459614068704,9.372316220238096,0.889725628825994,187.86459614068704,13.706370640716202,9.372316220238096,0.889725628825994,True
2025-02-13,3,Thursday,2,False,False,19.9,Sunny,False,Downtown,14,41,205,40.645880952380956,0.35411904761904367,Habla_Simple,regression,random_forest,79.1055580056449,6.295484375,0.9643903419634627,187.86459614068704,9.372316220238096,0.889725628825994,187.86459614068704,13.706370640716202,9.372316220238096,0.889725628825994,True
2025-02-14,4,Friday,2,False,True,16.9,Sunny,False,Beach,17,22,110,19.82,2.1799999999999997,Habla_Simple,regression,random_forest,79.1055580056449,6.295484375,0.9643903419634627,187.86459614068704,9.372316220238096,0.889725628825994,187.86459614068704,13.706370640716202,9.372316220238096,0.889725628825994,True
2025-02-15,5,Saturday,2,True,False,15.4,Sunny,False,Beach,17,10,50,10.0,0.0,Habla_Simple,regression,random_forest,79.1055580056449,6.295484375,0.9643903419634627,187.86459614068704,9.372316220238096,0.889725628825994,187.86459614068704,13.706370640716202,9.372316220238096,0.889725628825994,True
2025-02-16,6,Sunday,2,True,False,19.0,Sunny,False,Beach,14,45,225,35.799,9.201,Habla_Simple,regression,random_forest,79.1055580056449,6.295484375,0.9643903419634627,187.86459614068704,9.372316220238096,0.889725628825994,187.86459614068704,13.706370640716202,9.372316220238096,0.889725628825994,True
2025-02-17,0,Monday,2,False,True,17.6,Sunny,False,Downtown,13,30,150,25.756785714285712,4.243214285714288,Habla_Simple,regression,random_forest,79.1055580056449,6.295484375,0.9643903419634627,187.86459614068704,9.372316220238096,0.889725628825994,187.86459614068704,13.706370640716202,9.372316220238096,0.889725628825994,True
2025-02-18,1,Tuesday,2,False,False,23.3,Sunny,False,Beach,16,69,345,71.04014285714287,-2.040142857142868,Habla_Simple,regression,random_forest,79.1055580056449,6.295484375,0.9643903419634627,187.86459614068704,9.372316220238096,0.889725628825994,187.86459614068704,13.706370640716202,9.372316220238096,0.889725628825994,True
2025-02-19,2,Wednesday,2,False,False,18.1,Cloudy,False,Beach,14,22,110,30.006095238095245,-8.006095238095245,Habla_Simple,regression,random_forest,79.1055580056449,6.295484375,0.9643903419634627,187.86459614068704,9.372316220238096,0.889725628825994,187.86459614068704,13.706370640716202,9.372316220238096,0.889725628825994,True
2025-02-20,3,Thursday,2,False,False,18.5,Sunny,True,Beach,17,39,195,31.676571428571428,7.323428571428572,Habla_Simple,regression,random_forest,79.1055580056449,6.295484375,0.9643903419634627,187.86459614068704,9.372316220238096,0.889725628825994,187.86459614068704,13.706370640716202,9.372316220238096,0.889725628825994,True
2025-02-21,4,Friday,2,False,False,19.4,Sunny,False,Downtown,15,42,210,46.89333333333333,-4.893333333333331,Habla_Simple,regression,random_forest,79.1055580056449,6.295484375,0.9643903419634627,187.86459614068704,9.372316220238096,0.889725628825994,187.86459614068704,13.706370640716202,9.372316220238096,0.889725628825994,True
2025-02-22,5,Saturday,2,True,False,19.1,Cloudy,False,Beach,14,31,155,32.79900000000001,-1.7990000000000066,Habla_Simple,regression,random_forest,79.1055580056449,6.295484375,0.9643903419634627,187.86459614068704,9.372316220238096,0.889725628825994,187.86459614068704,13.706370640716202,9.372316220238096,0.889725628825994,True
2025-02-23,6,Sunday,2,True,False,14.2,Cloudy,False,Beach,17,10,50,10.0,0.0,Habla_Simple,regression,random_forest,79.1055580056449,6.295484375,0.9643903419634627,187.86459614068704,9.372316220238096,0.889725628825994,187.86459614068704,13.706370640716202,9.372316220238096,0.889725628825994,True
2025-02-24,0,Monday,2,False,False,17.1,Cloudy,False,Downtown,13,18,90,18.930999999999997,-0.9309999999999974,Habla_Simple,regression,random_forest,79.1055580056449,6.295484375,0.9643903419634627,187.86459614068704,9.372316220238096,0.889725628825994,187.86459614068704,13.706370640716202,9.372316220238096,0.889725628825994,True
2025-02-25,1,Tuesday,2,False,False,19.3,Sunny,False,Downtown,13,45,225,49.95083333333333,-4.950833333333328,Habla_Simple,regression,random_forest,79.1055580056449,6.295484375,0.9643903419634627,187.86459614068704,9.372316220238096,0.889725628825994,187.86459614068704,13.706370640716202,9.372316220238096,0.889725628825994,True
2025-02-26,2,Wednesday,2,False,False,19.4,Sunny,False,Beach,17,38,190,46.89333333333333,-8.89333333333333,Habla_Simple,regression,random_forest,79.1055580056449,6.295484375,0.9643903419634627,187.86459614068704,9.372316220238096,0.889725628825994,187.86459614068704,13.706370640716202,9.372316220238096,0.889725628825994,True
2025-02-27,3,Thursday,2,False,False,19.6,Cloudy,False,Beach,14,29,145,31.300357142857138,-2.3003571428571377,Habla_Simple,regression,random_forest,79.1055580056449,6.295484375,0.9643903419634627,187.86459614068704,9.372316220238096,0.889725628825994,187.86459614068704,13.706370640716202,9.372316220238096,0.889725628825994,True
2025-02-28,4,Friday,2,False,False,20.0,Sunny,False,Beach,15,36,180,37.661273809523806,-1.6612738095238058,Habla_Simple,regression,random_forest,79.1055580056449,6.295484375,0.9643903419634627,187.86459614068704,9.372316220238096,0.889725628825994,187.86459614068704,13.706370640716202,9.372316220238096,0.889725628825994,True
2025-03-01,5,Saturday,3,True,False,19.2,Sunny,True,Beach,14,55,275,47.07083333333333,7.929166666666667,Habla_Simple,regression,random_forest,79.1055580056449,6.295484375,0.9643903419634627,187.86459614068704,9.372316220238096,0.889725628825994,187.86459614068704,13.706370640716202,9.372316220238096,0.889725628825994,True
2025-03-02,6,Sunday,3,True,False,18.1,Sunny,False,Beach,17,30,150,30.006095238095245,-0.006095238095245037,Habla_Simple,regression,random_forest,79.1055580056449,6.295484375,0.9643903419634627,187.86459614068704,9.372316220238096,0.889725628825994,187.86459614068704,13.706370640716202,9.372316220238096,0.889725628825994,True
2025-03-03,0,Monday,3,False,False,23.6,Sunny,False,Beach,16,67,335,69.84166666666665,-2.8416666666666544,Habla_Simple,regression,random_forest,79.1055580056449,6.295484375,0.9643903419634627,187.86459614068704,9.372316220238096,0.889725628825994,187.86459614068704,13.706370640716202,9.372316220238096,0.889725628825994,True
2025-03-04,1,Tuesday,3,False,False,26.6,Sunny,False,Downtown,15,106,530,112.51,-6.510000000000005,Habla_Simple,regression,random_forest,79.1055580056449,6.295484375,0.9643903419634627,187.86459614068704,9.372316220238096,0.889725628825994,187.86459614068704,13.706370640716202,9.372316220238096,0.889725628825994,True
2025-03-05,2,Wednesday,3,False,False,19.6,Sunny,False,Downtown,14,47,235,31.300357142857138,15.699642857142862,Habla_Simple,regression,random_forest,79.1055580056449,6.295484375,0.9643903419634627,187.86459614068704,9.372316220238096,0.889725628825994,187.86459614068704,13.706370640716202,9.372316220238096,0.889725628825994,True
2025-03-06,3,Thursday,3,False,False,26.0,Cloudy,False,Downtown,14,87,435,81.37666666666667,5.623333333333335,Habla_Simple,regression,random_forest,79.1055580056449,6.295484375,0.9643903419634627,187.86459614068704,9.372316220238096,0.889725628825994,187.86459614068704,13.706370640716202,9.372316220238096,0.889725628825994,True
2025-03-07,4,Friday,3,False,False,23.7,Sunny,False,Beach,16,78,390,71.41616666666667,6.583833333333331,Habla_Simple,regression,random_forest,79.1055580056449,6.295484375,0.9643903419634627,187.86459614068704,9.372316220238096,0.889725628825994,187.86459614068704,13.706370640716202,9.372316220238096,0.889725628825994,True
2025-03-08,5,Saturday,3,True,False,22.0,Sunny,False,Downtown,15,89,445,47.364880952380965,41.635119047619035,Habla_Simple,regression,random_forest,79.1055580056449,6.295484375,0.9643903419634627,187.86459614068704,9.372316220238096,0.889725628825994,187.86459614068704,13.706370640716202,9.372316220238096,0.889725628825994,True
2025-03-09,6,Sunday,3,True,False,18.1,Sunny,True,Downtown,13,39,195,30.006095238095245,8.993904761904755,Habla_Simple,regression,random_forest,79.1055580056449,6.295484375,0.9643903419634627,187.86459614068704,9.372316220238096,0.889725628825994,187.86459614068704,13.706370640716202,9.372316220238096,0.889725628825994,True
2025-03-10,0,Monday,3,False,False,21.9,Rainy,True,Beach,15,39,195,47.364880952380965,-8.364880952380965,Habla_Simple,regression,random_forest,79.1055580056449,6.295484375,0.9643903419634627,187.86459614068704,9.372316220238096,0.889725628825994,187.86459614068704,13.706370640716202,9.372316220238096,0.889725628825994,True
2025-03-11,1,Tuesday,3,False,False,19.8,Cloudy,True,Beach,13,36,180,40.55921428571429,-4.55921428571429,Habla_Simple,regression,random_forest,79.1055580056449,6.295484375,0.9643903419634627,187.86459614068704,9.372316220238096,0.889725628825994,187.86459614068704,13.706370640716202,9.372316220238096,0.889725628825994,True
2025-03-12,2,Wednesday,3,False,False,25.7,Rainy,False,Downtown,14,45,225,49.90666666666666,-4.906666666666659,Habla_Simple,regression,random_forest,79.1055580056449,6.295484375,0.9643903419634627,187.86459614068704,9.372316220238096,0.889725628825994,187.86459614068704,13.706370640716202,9.372316220238096,0.889725628825994,True
2025-03-13,3,Thursday,3,False,False,19.9,Sunny,False,Downtown,16,43,215,40.645880952380956,2.3541190476190437,Habla_Simple,regression,random_forest,79.1055580056449,6.295484375,0.9643903419634627,187.86459614068704,9.372316220238096,0.889725628825994,187.86459614068704,13.706370640716202,9.372316220238096,0.889725628825994,True
2025-03-14,4,Friday,3,False,False,21.6,Sunny,True,Beach,15,60,300,60.18083333333335,-0.1808333333333465,Habla_Simple,regression,random_forest,79.1055580056449,6.295484375,0.9643903419634627,187.86459614068704,9.372316220238096,0.889725628825994,187.86459614068704,13.706370640716202,9.372316220238096,0.889725628825994,True
2025-03-15,5,Saturday,3,True,False,24.4,Cloudy,False,Beach,17,80,400,79.22833333333332,0.7716666666666754,Habla_Simple,regression,random_forest,79.1055580056449,6.295484375,0.9643903419634627,187.86459614068704,9.372316220238096,0.889725628825994,187.86459614068704,13.706370640716202,9.372316220238096,0.889725628825994,True
2025-03-16,6,Sunday,3,True,False,24.1,Sunny,False,Downtown,13,110,550,95.63983333333334,14.360166666666657,Habla_Simple,regression,random_forest,79.1055580056449,6.295484375,0.9643903419634627,187.86459614068704,9.372316220238096,0.889725628825994,187.86459614068704,13.706370640716202,9.372316220238096,0.889725628825994,True
2025-03-17,0,Monday,3,False,False,20.0,Cloudy,False,Beach,15,29,145,37.661273809523806,-8.661273809523806,Habla_Simple,regression,random_forest,79.1055580056449,6.295484375,0.9643903419634627,187.86459614068704,9.372316220238096,0.889725628825994,187.86459614068704,13.706370640716202,9.372316220238096,0.889725628825994,True
2025-03-18,1,Tuesday,3,False,False,18.3,Cloudy,False,Beach,17,23,115,26.558666666666667,-3.5586666666666673,Habla_Simple,regression,random_forest,79.1055580056449,6.295484375,0.9643903419634627,187.86459614068704,9.372316220238096,0.889725628825994,187.86459614068704,13.706370640716202,9.372316220238096,0.889725628825994,True
2025-03-19,2,Wednesday,3,False,False,23.9,Cloudy,False,Beach,16,64,320,66.58366666666667,-2.583666666666673,Habla_Simple,regression,random_forest,79.1055580056449,6.295484375,0.9643903419634627,187.86459614068704,9.372316220238096,0.889725628825994,187.86459614068704,13.706370640716202,9.372316220238096,0.889725628825994,True
2025-03-20,3,Thursday,3,False,False,19.7,Sunny,False,Beach,17,39,195,30.943357142857135,8.056642857142865,Habla_Simple,regression,random_forest,79.1055580056449,6.295484375,0.9643903419634627,187.86459614068704,9.372316220238096,0.889725628825994,187.86459614068704,13.706370640716202,9.372316220238096,0.889725628825994,True
2025-03-21,4,Friday,3,False,False,22.7,Sunny,False,Beach,13,59,295,70.77900000000001,-11.77900000000001,Habla_Simple,regression,random_forest,79.1055580056449,6.295484375,0.9643903419634627,187.86459614068704,9.372316220238096,0.889725628825994,187.86459614068704,13.706370640716202,9.372316220238096,0.889725628825994,True
2025-03-22,5,Saturday,3,True,False,23.0,Cloudy,False,Downtown,16,67,335,67.90166666666666,-0.9016666666666566,Habla_Simple,regression,random_forest,79.1055580056449,6.295484375,0.9643903419634627,187.86459614068704,9.372316220238096,0.889725628825994,187.86459614068704,13.706370640716202,9.372316220238096,0.889725628825994,True
2025-03-23,6,Sunday,3,True,False,20.6,Rainy,False,Downtown,15,30,150,55.06826190476192,-25.06826190476192,Habla_Simple,regression,random_forest,79.1055580056449,6.295484375,0.9643903419634627,187.86459614068704,9.372316220238096,0.889725628825994,187.86459614068704,13.706370640716202,9.372316220238096,0.889725628825994,True
2025-03-24,0,Monday,3,False,False,17.5,Rainy,False,Beach,14,11,55,25.756785714285712,-14.756785714285712,Habla_Simple,regression,random_forest,79.1055580056449,6.295484375,0.9643903419634627,187.86459614068704,9.372316220238096,0.889725628825994,187.86459614068704,13.706370640716202,9.372316220238096,0.889725628825994,True
2025-03-25,1,Tuesday,3,False,False,24.1,Sunny,True,Beach,14,93,465,95.63983333333334,-2.6398333333333426,Habla_Simple,regression,random_forest,79.1055580056449,6.295484375,0.9643903419634627,187.86459614068704,9.372316220238096,0.889725628825994,187.86459614068704,13.706370640716202,9.372316220238096,0.889725628825994,True
2025-03-26,2,Wednesday,3,False,False,24.7,Sunny,True,Beach,13,88,440,67.9445,20.055499999999995,Habla_Simple,regression,random_forest,79.1055580056449,6.295484375,0.9643903419634627,187.86459614068704,9.372316220238096,0.889725628825994,187.86459614068704,13.706370640716202,9.372316220238096,0.889725628825994,True
2025-03-27,3,Thursday,3,False,False,20.5,Sunny,True,Beach,17,59,295,54.581595238095254,4.418404761904746,Habla_Simple,regression,random_forest,79.1055580056449,6.295484375,0.9643903419634627,187.86459614068704,9.372316220238096,0.889725628825994,187.86459614068704,13.706370640716202,9.372316220238096,0.889725628825994,True
2025-03-28,4,Friday,3,False,False,19.9,Cloudy,False,Beach,17,32,160,40.645880952380956,-8.645880952380956,Habla_Simple,regression,random_forest,79.1055580056449,6.295484375,0.9643903419634627,187.86459614068704,9.372316220238096,0.889725628825994,187.86459614068704,13.706370640716202,9.372316220238096,0.889725628825994,True
2025-03-29,5,Saturday,3,True,True,20.3,Cloudy,False,Beach,14,59,295,48.38416666666666,10.615833333333342,Habla_Simple,regression,random_forest,79.1055580056449,6.295484375,0.9643903419634627,187.86459614068704,9.372316220238096,0.889725628825994,187.86459614068704,13.706370640716202,9.372316220238096,0.889725628825994,True
