driver_age,driving_experience_years,accident_history_count,license_points,vehicle_age_years,vehicle_value_brl,annual_mileage_km,has_deductible,monthly_insurance_cost,driver_gender_F,driver_gender_M,vehicle_type_Hatchback,vehicle_type_Minivan,vehicle_type_Pickup,vehicle_type_SUV,vehicle_type_Sedan,vehicle_type_Sports,usage_type_Entrega,usage_type_Pessoal,usage_type_Trabalho,usage_type_Uber,region_Centro-Oeste,region_Nordeste,region_Norte,region_Sudeste,region_Sul,city_size_Grande,city_size_Media,city_size_Pequena,coverage_type_Básica,coverage_type_Completa,coverage_type_Intermediária
20,1,2,0,1,45600,16434,0,723.43,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False
39,21,0,2,9,32804,26475,1,209.02,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,True,False
19,0,4,8,3,48249,19548,1,1095.51,False,True,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True
41,23,0,0,7,210537,21636,1,2022.43,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False
61,43,0,6,12,99417,29699,1,940.42,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True
47,28,0,4,9,213440,14428,1,1516.73,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False
55,37,1,0,1,99685,22007,1,453.11,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True
19,0,0,0,8,38724,8156,1,223.99,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False
38,18,0,0,13,20000,16328,0,150.0,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True
50,31,0,4,0,92042,8389,0,638.5,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False
29,11,2,0,12,46741,24801,0,224.98,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,True,False,False
39,19,3,0,1,81761,14458,1,417.43,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True
61,43,0,2,14,20000,7945,1,150.0,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True
42,24,3,4,1,78414,14352,0,387.75,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False
66,48,3,0,10,44797,15486,0,388.69,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False
44,25,2,0,12,20000,13632,1,150.0,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False
59,41,0,0,14,83721,7092,0,330.82,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False
45,25,1,2,13,47596,24089,1,245.98,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False
33,15,3,4,5,62167,8759,0,435.3,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,True,False,False
32,12,1,0,14,20000,10112,1,157.61,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,True,False,False
64,46,0,4,13,20000,21937,1,150.0,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True
68,48,1,2,6,224984,9904,0,2526.96,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,True,False,False,False,False,True
61,41,1,2,12,22134,18258,1,150.54,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,True
69,51,1,2,14,20000,6112,1,150.0,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True
20,2,0,0,14,20000,7777,1,150.0,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False
54,34,0,0,2,78922,28481,1,284.59,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True
68,49,2,2,10,34618,20587,0,545.31,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False
24,6,3,2,8,117245,15025,0,1260.48,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False
38,19,0,2,4,68260,6314,0,245.7,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True
26,8,4,0,4,100027,24877,0,465.46,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,False
56,38,0,6,10,73986,18562,1,235.2,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,True,False,False
35,17,1,2,11,97400,16304,1,694.8,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True
21,3,2,0,3,38526,29674,1,334.8,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True
42,23,2,0,8,21593,28857,1,150.0,True,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False
31,13,3,4,7,76622,12015,1,414.67,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True
67,47,0,4,11,90518,17117,1,855.8,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,True,False
26,6,3,0,3,57657,10710,0,397.35,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False
43,24,0,6,3,73316,17588,1,278.23,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False
19,1,2,0,1,143699,22606,1,1489.21,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True
37,17,2,0,8,113955,25967,0,981.61,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,True
45,26,1,6,2,149862,26904,0,1261.03,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True
64,46,0,6,3,57656,29256,1,410.94,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False
24,4,3,2,13,20000,20436,1,224.93,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True
61,41,0,6,6,45858,26815,0,253.42,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True
25,6,0,0,9,44213,20196,1,150.0,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,True,True,False,False
64,46,2,6,7,115401,23089,1,1892.66,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False
52,34,1,0,7,43758,21901,1,167.3,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False,False
31,11,2,0,3,36473,22604,1,177.89,True,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True
34,14,0,0,14,83281,7506,0,233.99,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False
53,33,0,0,6,125964,25709,1,550.12,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True
67,49,2,0,9,113371,17072,1,896.91,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,True,False,False
57,38,1,0,0,82057,21136,1,274.81,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False
21,2,0,0,5,52673,19343,0,432.84,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True
19,1,2,0,5,234644,10479,1,3000.0,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True
23,4,1,2,5,129281,15434,0,1216.49,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True
59,39,1,0,11,88251,28820,1,520.52,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False
21,2,1,0,1,70054,8090,1,580.61,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,True
46,27,2,4,7,106716,11497,1,747.88,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True
35,16,2,6,13,20000,26552,0,260.85,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True
43,23,2,4,14,20000,19691,0,251.95,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False
61,43,0,0,14,20000,11993,1,150.0,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True
51,31,2,4,4,67001,5973,1,409.47,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True
27,9,1,0,4,65882,26661,1,558.93,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False
53,35,1,0,1,109257,13257,1,621.83,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False
31,13,0,0,3,90846,11092,1,435.57,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False
48,29,3,4,11,25420,7906,1,191.84,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True
65,46,2,0,8,113012,5570,1,734.72,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True
32,14,0,0,8,30468,17084,0,150.0,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,True,False,False
25,7,1,0,5,50905,5307,1,212.0,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True
31,12,3,6,10,102308,8742,1,1139.77,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False
40,20,0,2,14,20000,13974,1,150.0,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True
57,39,4,0,8,24801,5765,0,192.13,False,True,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False
38,18,1,2,3,142523,13964,1,585.3,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True
33,14,1,2,14,20000,29198,1,150.0,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,True
62,44,0,2,10,28728,12735,1,194.24,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False
35,15,0,0,0,127335,21202,1,1218.92,False,True,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,True,False
64,44,3,6,1,76005,19431,1,1134.86,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,True,False,False,False,True,False
41,21,0,0,12,20000,16377,1,150.0,False,True,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False
43,24,2,2,0,147890,18274,1,706.06,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True
42,23,0,0,7,22077,19297,0,150.0,True,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True
62,42,0,0,8,101971,13036,0,881.44,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False
58,38,0,0,9,38568,12596,0,150.0,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True
46,27,1,2,11,20000,21923,1,150.0,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False,False
32,12,4,0,5,57820,29369,1,445.51,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True
62,42,0,4,1,142765,7049,1,522.19,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True
18,0,0,0,5,35254,24667,0,150.0,True,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False
42,22,0,2,8,33046,9675,0,150.0,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True
24,4,1,4,11,26750,6663,0,178.33,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,True,False,False
26,6,1,2,2,142703,11476,0,1282.11,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,True
41,22,3,4,8,26688,17028,0,293.14,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False
18,0,1,2,1,93043,24823,1,1007.54,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True
61,42,1,0,10,20000,20077,1,166.71,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False
25,6,0,4,4,130627,12143,1,532.2,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True
41,23,4,0,10,20000,24631,1,208.26,True,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False
28,10,0,2,1,245176,24884,0,1134.2,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,True,False,False
68,48,0,4,6,83936,6910,1,423.31,True,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,True,False,False
34,15,1,0,10,107096,5732,1,905.39,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False
25,7,1,0,9,34873,24897,0,338.79,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,True,False,False,False,True,False
52,32,1,0,14,20000,9609,0,150.0,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,True,False,False,True,False,False
52,34,1,4,8,108366,16134,0,1557.65,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False
50,32,2,6,6,39589,9456,0,401.04,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True
22,3,0,2,11,99614,19512,1,1352.85,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False
59,40,2,2,4,56506,8335,0,246.85,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True
56,38,1,6,14,20000,20545,1,150.0,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True
58,40,1,0,3,112458,17814,0,571.7,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,True
45,26,1,0,11,23783,29552,1,150.0,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True
24,4,0,4,3,46170,12056,0,217.8,True,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True
26,7,2,4,14,84609,7753,1,485.65,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True
25,7,1,6,9,202322,6372,0,2360.03,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False
29,9,0,0,7,87174,19234,0,343.33,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,True,False,False
51,33,1,0,9,111208,14636,1,453.75,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False
50,30,5,0,12,20000,8376,1,259.73,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False
65,47,1,0,9,208636,13481,0,2012.78,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True
40,20,3,0,13,84039,15257,1,748.58,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False
41,21,0,4,9,109990,21447,1,656.04,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False
54,36,0,0,9,71441,25329,1,281.43,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,True
52,32,0,4,9,33685,21713,1,186.25,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False
61,42,1,0,0,153778,9858,1,859.11,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True
57,39,0,2,4,233191,23347,0,1417.42,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,True,False,False,True,False,False
39,20,0,0,13,20000,24472,1,150.0,True,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True
44,26,3,0,1,138956,21524,0,1524.43,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True
52,32,2,0,12,20000,18619,1,150.0,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False
18,0,2,8,10,109478,9539,1,1573.39,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True
52,32,0,4,8,32365,23857,1,151.68,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,True,False,False,True,False,False
54,36,0,0,6,46668,10594,1,267.64,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True
64,45,0,0,9,20000,8903,1,150.0,True,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True
31,12,2,8,7,54731,10364,1,414.56,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False
20,2,3,0,5,118675,5449,1,1716.53,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True
18,0,1,0,8,112907,25830,1,2373.78,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False
22,3,0,2,5,82336,26078,0,1153.35,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False
43,24,1,8,6,129684,9806,1,789.36,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True
31,12,0,0,6,59563,5869,1,150.0,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,True
56,37,0,0,8,45136,11079,1,150.0,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False
44,26,1,8,10,20000,12307,1,150.0,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,True
26,8,2,0,7,27219,8659,1,150.0,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False
32,12,0,0,12,83247,8602,1,379.9,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True
32,13,0,2,0,144415,13584,1,338.79,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,False
43,23,5,6,3,74741,23832,0,1392.28,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False
59,41,0,0,6,116472,19385,0,1197.05,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,True,False
30,12,0,12,10,94848,15983,1,451.74,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True
68,48,0,2,7,36037,28976,1,233.27,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,True,False,False
49,30,0,0,6,55634,24337,1,171.65,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False
56,37,0,12,11,23262,10131,1,150.0,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False
66,47,2,0,2,71066,6358,1,327.6,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True
69,50,0,0,14,20000,29603,1,150.0,True,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False
49,29,1,2,3,62008,21771,1,703.32,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False
21,1,1,0,11,30263,18603,1,493.06,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False
47,29,1,0,6,56238,21246,1,349.94,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True
54,35,3,0,7,60642,22216,1,267.41,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True
40,21,3,0,6,226489,13441,1,2050.11,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True
56,37,0,4,5,62153,15219,1,393.91,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False
62,42,2,2,8,119324,14720,0,2602.62,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False
32,13,1,12,8,44531,25577,0,539.96,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False
60,40,4,0,10,100384,23222,0,1135.52,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,True,False,False,True,False,False
46,27,1,0,12,26336,14552,0,195.81,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False
53,34,4,0,6,33661,16301,0,277.27,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True
30,12,2,0,7,116687,14515,0,682.38,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,True,False,False
49,30,0,0,5,228404,5891,1,1517.02,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True
24,5,1,4,0,74355,26972,1,689.91,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False
68,50,5,6,0,110933,22689,1,853.1,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,True,False,False
39,19,3,10,5,93766,20085,1,1873.97,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False
45,25,0,0,1,70906,26667,1,158.97,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False,False
19,0,2,6,13,87572,25932,1,2111.06,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False
59,39,0,0,7,47279,9192,1,150.0,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True
62,43,0,0,0,80723,21128,0,410.62,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,True
23,5,1,6,12,20611,27836,1,160.09,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True
45,27,0,2,1,53261,29837,1,299.95,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False
45,26,2,0,7,109474,23724,1,909.2,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False
61,43,0,0,11,51638,23177,0,288.21,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True
61,43,2,0,5,49787,27778,1,316.83,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True
37,18,0,4,11,48575,15362,0,227.27,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True
47,28,0,0,9,32862,21708,0,256.88,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True
28,10,0,10,1,115956,14177,1,866.08,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,True,False
45,25,0,0,1,145663,29232,1,697.69,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False
42,22,0,0,10,36120,29498,1,150.0,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False
56,37,0,0,13,178742,11644,1,1019.61,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True
50,31,1,2,6,112035,9782,1,250.23,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,True,False,False
18,0,0,0,4,31967,15052,1,286.83,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False
44,26,1,4,4,31852,24521,0,242.05,False,True,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True
69,49,0,6,7,124567,8898,0,1071.44,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True
